"","Overall"
"X",0.101319170747274
"X.1",0.129586851622613
"X.2",0.0964723555990187
"X.3",0.100193477682606
"X.4",0.120522135010835
"X.5",0.0945185947543039
"X.6",0.0947736156914392
"X.7",0.120129253743648
"X.8",0.0954899649363309
"X.9",0.096137950170853
"X.10",0.0941088367517218
"X.11",0.106799000730552
"X.12",0.0935353134136208
"X.13",0.119655932084058
"X.14",0.0960541619130035
"X.15",0.0977796471124491
"X.16",0.0955151923886478
"X.17",0.0943691892387558
"X.18",0.112207547154361
"X.19",0.0911110494613079
"X.20",0.10688961474477
"X.21",0.0933318464264688
"X.22",0.0984957733691781
"X.23",0.111450983430209
"X.24",0.0852677492793788
"X.25",0.0873044557476075
"X.26",0.121159331713638
"X.27",0.0985047962786545
"X.28",0.0903990289858592
"X.29",0.0865617734295157
"X.30",0.0911502930341278
"X.31",0.100215179289969
"X.32",0.0924905514850213
"X.33",0.091726372835866
"X.34",0.100734913982129
"X.35",0.0945895569613926
"X.36",0.149507455265848
"X.37",0.0982335727928089
"X.38",0.100198329058626
"X.39",0.0906004824714865
"X.40",0.108417808536116
"X.41",0.0987256250214064
"X.42",0.116364811297264
"X.43",0.0858825472913422
"X.44",0.0895482621643575
"X.45",0.0872583898116318
"X.46",0.090722936596451
"X.47",0.102669245190748
"X.48",0.0918264210353843
"X.49",0.0866389009165885
"X.50",0.106141990249313
"X.51",0.0999227167037361
"X.52",0.100081272182877
"X.53",0.0927879509603965
"X.54",0.106856140774873
"X.55",0.0954047206573853
"X.56",0.104506783362634
"X.57",0.0964872309311147
"X.58",0.11657645223379
"X.59",0.114642662772938
"X.60",0.1054496946752
"X.61",0.106249811337826
"X.62",0.0939909956167202
"X.63",0.0925290071349156
"X.64",0.102494822392114
"X.65",0.110039961804772
"X.66",0.0970882764579332
"X.67",0.102182153706244
"X.68",0.10788381731019
"X.69",0.104674210349232
"X.70",0.120900135574091
"X.71",0.103523698633373
"X.72",0.0948391050203292
"X.73",0.0892112566226957
"X.74",0.106956069474951
"X.75",0.0939947699498498
"X.76",0.0825059757698931
"X.77",0.0930139636280249
"X.78",0.0948857765508032
"X.79",0.109213795150212
"X.80",0.10194958065711
"X.81",0.0834777458592997
"X.82",0.093240388383205
"X.83",0.0982688847415772
"X.84",0.0879633260722205
"X.85",0.0779995519887526
"X.86",0.0902035696986004
"X.87",0.086211982621244
"X.88",0.0953200213818662
"X.89",0.0995630200729656
"X.90",0.0916018971903814
"X.91",0.0999698271779895
"X.92",0.0884349784463769
"X.93",0.106473433284121
"X.94",0.0949195225557604
"X.95",0.0964398997073836
"X.96",0.107471374669943
"X.97",0.0938125902140137
"X.98",0.102770270331698
"X.99",0.0995122223939017
"X.100",0.182840832318301
"X.101",0.0900725341757969
"X.102",0.1025598427496
"X.103",0.100043833170424
"X.104",0.10314952715615
"X.105",0.106031874195148
"X.106",0.0878216133723629
"X.107",0.0889410087894263
"X.108",0.107602930373677
"X.109",0.0894112786950617
"X.110",0.163274559352669
"X.111",0.0920097850434135
"X.112",0.0888628263140343
"X.113",0.0917796997187692
"X.114",0.1011077025399
"X.115",0.110565829227341
"X.116",0.0945853202221061
"X.117",0.103133725760374
"X.118",0.107762815751794
"X.119",0.0900240628766975
"X.120",0.158728610042799
"X.121",0.0937090198483226
"X.122",0.0963983610456249
"X.123",0.0910043336534463
"X.124",0.106557002546445
"X.125",0.100819768788338
"X.126",0.0967323641427209
"X.127",0.0987690334878114
"X.128",0.101617997295034
"X.129",0.111307035946006
"X.130",0.158460295623718
"X.131",0.0935405271234574
"X.132",0.0904392873378067
"X.133",0.0929795836408715
"X.134",0.10067641773098
"X.135",0.107624339615841
"X.136",0.135669350220682
"X.137",0.0966946489265718
"X.138",0.0909127597254012
"X.139",0.0913555537916153
"X.140",0.141547139849086
"X.141",0.116859138937151
"X.142",0.0971413795129272
"X.143",0.106141600485745
"X.144",0.0946112014694516
"X.145",0.125358655895047
"X.146",0.092347380607398
"X.147",0.0977496435726412
"X.148",0.0954432455910742
"X.149",0.0953449222041049
"X.150",0.157381377618008
"X.151",0.0949558597278141
"X.152",0.0972655175813117
"X.153",0.103698316916722
"X.154",0.10488803207025
"X.155",0.0953551311771521
"X.156",0.0918628232045964
"X.157",0.0973454316033138
"X.158",0.0950077176472331
"X.159",0.0931050619325959
"X.160",0.172451435316931
"X.161",0.117119418135862
"X.162",0.105333403514423
"X.163",0.0987798591409209
"X.164",0.101022901242946
"X.165",0.0998503844035883
"X.166",0.0932634346830507
"X.167",0.0936856919616724
"X.168",0.0991750289529613
"X.169",0.0967342985965434
"X.170",0.143488563230909
"X.171",0.0914298469473778
"X.172",0.101763385743299
"X.173",0.151649233102413
