"","Overall"
"X",0.0893168810847268
"X.1",0.0840385118256304
"X.2",0.104128038880528
"X.3",0.0803368598733571
"X.4",0.115016015162459
"X.5",0.100139809057577
"X.6",0.0669860432618414
"X.7",0.111396285872591
"X.8",0.0974040956378965
"X.9",0.122925038207397
"X.10",0.131820280816128
"X.11",0.0840898461890843
"X.12",0.0931344715904684
"X.13",0.0912729246685078
"X.14",0.0653238719395444
"X.15",0.09570354282318
"X.16",0.0962796525421758
"X.17",0.124637182380195
"X.18",0.0735684374273753
"X.19",0.117430282942621
"X.20",0.107643427363055
"X.21",0.0810201174578392
"X.22",0.0843636905479214
"X.23",0.0827494681959308
"X.24",0.0974596071833446
"X.25",0.134320477240819
"X.26",0.103597858352866
"X.27",0.114184583765671
"X.28",0.108630469571989
"X.29",0.118623309086774
"X.30",0.123520402438898
"X.31",0.0883874841478723
"X.32",0.0804072212230496
"X.33",0.0958906257827132
"X.34",0.100030164195026
"X.35",0.128570855999109
"X.36",0.0620634638786542
"X.37",0.0996596992380247
"X.38",0.114339695601821
"X.39",0.0850098385033948
"X.40",0.114032057831575
"X.41",0.0922739794314067
"X.42",0.120551455453583
"X.43",0.125642435775831
"X.44",0.07260016662324
"X.45",0.0835243650999826
"X.46",0.068875793523501
"X.47",0.0920140896706365
"X.48",0.107654819278231
"X.49",0.137740756131605
"X.50",0.120699904392754
"X.51",0.0913661856031236
"X.52",0.0925175037639976
"X.53",0.0940441443364814
"X.54",0.0758415104119516
"X.55",0.0919319068756339
"X.56",0.104043176602982
"X.57",0.122967392845337
"X.58",0.0885523691463207
"X.59",0.113593157957565
"X.60",0.107777548770022
"X.61",0.0966198868208368
"X.62",0.106042893873925
"X.63",0.0917101310118343
"X.64",0.0954742021514119
"X.65",0.0872049262889613
"X.66",0.0873806300457844
"X.67",0.0855678640770235
"X.68",0.102699480154141
"X.69",0.0949122891905255
"X.70",0.111966887051625
"X.71",0.0841976701222869
"X.72",0.132892992751757
"X.73",0.0761265512953564
"X.74",0.100583733066405
"X.75",0.066274276954957
"X.76",0.0884947733666377
"X.77",0.0803393952087967
"X.78",0.084095821665806
"X.79",0.112870171744503
"X.80",0.11030405496656
"X.81",0.11503207586224
"X.82",0.0972296147463427
"X.83",0.118501348626133
"X.84",0.0610402808100545
"X.85",0.121769522075099
"X.86",0.102282083439479
"X.87",0.097645715946647
"X.88",0.132470792395349
"X.89",0.0985453598078608
"X.90",0.0926561024479195
"X.91",0.120067250815772
"X.92",0.106335564275543
"X.93",0.073751530568795
"X.94",0.0857768485636146
"X.95",0.092266583169038
"X.96",0.0913263772077505
"X.97",0.082416231163706
"X.98",0.0893859624426123
"X.99",0.0762912614357115
"X.100",0.189612485366189
"X.101",0.0864033379361323
"X.102",0.102405891997808
"X.103",0.086123712336203
"X.104",0.0907283766240451
"X.105",0.0892106154687737
"X.106",0.098728789736521
"X.107",0.103028220951085
"X.108",0.115493036701177
"X.109",0.101774711876833
"X.110",0.0797008216355888
"X.111",0.108093246814071
"X.112",0.098291858338446
"X.113",0.109348646811928
"X.114",0.0852288371523697
"X.115",0.070009959409446
"X.116",0.0910488182173008
"X.117",0.106573536527462
"X.118",0.0870370814501985
"X.119",0.0948949777277912
"X.120",0.105362826537249
"X.121",0.100706501383319
"X.122",0.129055710452914
"X.123",0.0856941701936658
"X.124",0.0931685955191835
"X.125",0.0987014287008125
"X.126",0.0841198347184888
"X.127",0.0783859734412369
"X.128",0.0819424378705233
"X.129",0.0687914921789727
"X.130",0.162457965582206
"X.131",0.114973869698633
"X.132",0.122810352640184
"X.133",0.0894764439717327
"X.134",0.123763960207026
"X.135",0.112022789292681
"X.136",0.0902814719581942
"X.137",0.088876142674702
"X.138",0.0960717678452961
"X.139",0.108049102520191
"X.140",0.184658142129292
"X.141",0.0795515133545596
"X.142",0.0916785490336501
"X.143",0.116093742719926
"X.144",0.0943909760082789
"X.145",0.151697916043695
"X.146",0.0937226875037075
"X.147",0.0785654499499965
"X.148",0.116457871656748
"X.149",0.102286738437937
"X.150",0.162753628019817
"X.151",0.0902269322490142
"X.152",0.0855145096918347
"X.153",0.054670678905009
"X.154",0.0854438885268687
"X.155",0.108483117088
"X.156",0.103811498398021
"X.157",0.106093260179462
"X.158",0.0848786114600964
"X.159",0.109230606170181
"X.160",0.145527290813991
"X.161",0.0743578387106656
"X.162",0.15024656038611
"X.163",0.0895803599747598
"X.164",0.0964822575825257
"X.165",0.132435697386436
"X.166",0.0856434097399952
"X.167",0.119115303369853
"X.168",0.0977824664595632
"X.169",0.0712053108241546
"X.170",0.112678281727627
"X.171",0.110554804478028
"X.172",0.0896754710349567
"X.173",0.111357506943634
"X.174",0.0852250695649703
"X.175",0.0883935663327109
"X.176",0.105978328319565
"X.177",0.115805013280411
"X.178",0.112146445652395
"X.179",0.10124300538255
"X.180",0.145276593323877
"X.181",0.112257817036207
"X.182",0.0810049638034886
"X.183",0.100015347960508
"X.184",0.104661881871305
"X.185",0.101593000651823
"X.186",0.115374255559517
"X.187",0.091145466631738
"X.188",0.123421778885452
"X.189",0.0938293384376667
"X.190",0.181662574225189
"X.191",0.101892486336372
"X.192",0.0886363484027502
"X.193",0.0931869034808669
"X.194",0.100665517640261
"X.195",0.0996956459510008
"X.196",0.0765540415995598
"X.197",0.0669772078579606
"X.198",0.11594072611507
"X.199",0.111663079136896
"X.200",0.0510261309690624
"X.201",0.118814360740233
"X.202",0.0957232164605662
"X.203",0.15645488059154
"X.204",0.110144218578721
"X.205",0.109435935092534
"X.206",0.0961078963557477
"X.207",0.0691058048897071
"X.208",0.109935132445143
"X.209",0.0782773020565401
"X.210",0.0911440985006786
"X.211",0.0851811303843009
"X.212",0.108173422204994
"X.213",0.119392955442127
"X.214",0.106163418401657
"X.215",0.108964965019375
"X.216",0.128259161708204
"X.217",0.1096954304622
"X.218",0.108249723408337
"X.219",0.0947915054068754
"X.220",0.0870558761594358
"X.221",0.112601573038879
"X.222",0.104496043503836
"X.223",0.102946129763306
"X.224",0.116690179041972
"X.225",0.130934467729788
"X.226",0.134618540984457
"X.227",0.117125341489168
"X.228",0.133336798572521
"X.229",0.0927127652135452
"X.230",0.0588626284539414
"X.231",0.112516100102336
"X.232",0.0962690568426912
"X.233",0.130203115175261
"X.234",0.124526418024556
"X.235",0.111972047834041
"X.236",0.0949440439956489
"X.237",0.107904426204137
"X.238",0.0752607977855973
"X.239",0.103590685294296
"X.240",0.0485662153726793
"X.241",0.0955152158853717
"X.242",0.0952077598182874
"X.243",0.10840031731133
"X.244",0.128447195546131
"X.245",0.0819720397197781
"X.246",0.0923709913654049
"X.247",0.0880165501576257
"X.248",0.0733936076350592
"X.249",0.0991858849834951
"X.250",0.0669023593197702
"X.251",0.107167068485241
"X.252",0.12457724866904
"X.253",0.0920284353575979
"X.254",0.111568827048049
"X.255",0.115093699493733
"X.256",0.108787893853725
"X.257",0.113083068573675
"X.258",0.123450218263315
"X.259",0.0939465134558227
"X.260",0.0683641382427594
"X.261",0.0911614429275963
"X.262",0.114015206915309
"X.263",0.132284822052482
"X.264",0.139731885025817
"X.265",0.110982362066426
"X.266",0.10212999432656
"X.267",0.0796113904037355
"X.268",0.0912897528367276
"X.269",0.0980136315464659
"X.270",0.0575246079436931
"X.271",0.0963676116749839
"X.272",0.0806894033880712
"X.273",0.108708031500504
"X.274",0.114345965712711
"X.275",0.0915005424644575
"X.276",0.0817963984147705
"X.277",0.118387302403618
"X.278",0.0977543298000941
"X.279",0.098495868836376
"X.280",0.0721107338953737
"X.281",0.120119528405253
"X.282",0.104599077732704
"X.283",0.0638905551333954
"X.284",0.109952592228885
"X.285",0.104330486271553
"X.286",0.0896367792995107
"X.287",0.0929323361824292
"X.288",0.0873113131776245
"X.289",0.112232351261953
"X.290",0.0680221875402669
"X.291",0.0862780699030541
"X.292",0.121205393009388
"X.293",0.0836161935198671
"X.294",0.0900077708377212
"X.295",0.0867130697368553
"X.296",0.0954620367775151
"X.297",0.147212726127399
"X.298",0.10314292669283
"X.299",0.105982179564316
"X.300",0.114831284425029
"X.301",0.121379424307505
"X.302",0.10148716027159
"X.303",0.0792225465694586
"X.304",0.0805578082545075
"X.305",0.106132213093015
"X.306",0.125088811063712
"X.307",0.0597795880319651
"X.308",0.160474191968152
"X.309",0.0739489959463547
"X.310",0.0694794096610514
"X.311",0.0744364618165144
"X.312",0.0964319095581477
"X.313",0.0818472857570539
"X.314",0.0731511916844747
"X.315",0.0984758062877157
"X.316",0.0982104988085763
"X.317",0.0838130080014244
"X.318",0.11249898971875
"X.319",0.102343586655057
"X.320",0.126000060283184
"X.321",0.0915311811120526
"X.322",0.0664186071896973
"X.323",0.0927874081347067
"X.324",0.1373474250704
"X.325",0.120942342432856
"X.326",0.136656819991456
"X.327",0.105965456506902
"X.328",0.0890387671233424
"X.329",0.11254904528444
"X.330",0.0964540606975948
"X.331",0.12080875459158
"X.332",0.0866163643894713
"X.333",0.111298930892792
"X.334",0.10265524904474
"X.335",0.0943011088094601
"X.336",0.103931558772018
"X.337",0.0746149971689598
"X.338",0.0806144295231112
"X.339",0.11843930597946
"X.340",0.0989092849807743
"X.341",0.0538917703762985
"X.342",0.0935766716951826
"X.343",0.101741509825601
"X.344",0.10036376203497
"X.345",0.129272143556409
"X.346",0.0921519475455063
"X.347",0.123177038110475
"X.348",0.0999161383833843
"X.349",0.0860544885318577
"X.350",0.115296118915104
"X.351",0.105675793465348
"X.352",0.0977877100055026
"X.353",0.0797782884379104
"X.354",0.0920616717624083
"X.355",0.116515632606535
"X.356",0.105268680055809
"X.357",0.13059520966844
"X.358",0.107721401106465
"X.359",0.0855681402244845
"X.360",0.073064879686762
"X.361",0.100172883252434
"X.362",0.072413128240537
"X.363",0.0918014955003123
"X.364",0.100055645514842
"X.365",0.0881573611423628
"X.366",0.0963321624700401
"X.367",0.106056159850823
"X.368",0.083874817916826
"X.369",0.111334583672968
"X.370",0.118374844429818
"X.371",0.105958781286872
"X.372",0.0957644044654671
"X.373",0.0921581628439939
"X.374",0.107798818003496
"X.375",0.0712574689898734
"X.376",0.085300006813843
"X.377",0.100573911616078
"X.378",0.0905881201810646
"X.379",0.0935857149596509
"X.380",0.0493461369284646
"X.381",0.0903225370364254
"X.382",0.0696461413236052
"X.383",0.103263198291216
"X.384",0.100201077714225
"X.385",0.100842918900151
"X.386",0.109823789259993
"X.387",0.0851659040194925
"X.388",0.102980200867653
"X.389",0.103861875267654
"X.390",0.102544859879118
"X.391",0.113817773232606
"X.392",0.140978899109405
"X.393",0.105267022680945
"X.394",0.0903917245376781
"X.395",0.0794192966917853
"X.396",0.113142388599136
"X.397",0.0918388037421606
"X.398",0.0919077931321248
"X.399",0.0809216415019026
"X.400",0.092640425538106
"X.401",0.0859897308140315
"X.402",0.0917588746285725
"X.403",0.113444668908201
"X.404",0.0874311812732043
"X.405",0.121493645378997
"X.406",0.110785795959676
"X.407",0.140847707385012
"X.408",0.0858440145981417
"X.409",0.110334938453666
"X.410",0.100310670882733
"X.411",0.115324729010482
"X.412",0.0852855469892196
"X.413",0.118929817513231
"X.414",0.0968847060703228
"X.415",0.122781407181297
"X.416",0.148945003914891
"X.417",0.100125077919533
"X.418",0.14765850092088
"X.419",0.117358045697937
"X.420",0.0761051413526477
"X.421",0.0895122546831091
"X.422",0.0872821634452314
"X.423",0.118758485045174
"X.424",0.103431401944343
"X.425",0.107742058223936
"X.426",0.0992515927391311
"X.427",0.0937852537757199
"X.428",0.0913875783895655
"X.429",0.109211146775843
"X.430",0.0856539424981407
"X.431",0.119584324385632
"X.432",0.0857852086596904
"X.433",0.117596129499462
"X.434",0.101841208674363
"X.435",0.0976707410339891
"X.436",0.094330145160876
"X.437",0.0952898949859789
"X.438",0.115727818135294
"X.439",0.108138398961931
"X.440",0.0884033016955126
"X.441",0.124915485684032
"X.442",0.128047364988045
"X.443",0.101696171866182
"X.444",0.112779709017594
"X.445",0.0908978431047177
"X.446",0.101739283920253
"X.447",0.113395535945573
"X.448",0.114310057998453
"X.449",0.092178896281685
"X.450",0.109152382229314
"X.451",0.0951807221854918
"X.452",0.0838662661679421
"X.453",0.120923717287828
"X.454",0.0877981287860756
"X.455",0.0778562793611217
"X.456",0.0798898920273281
"X.457",0.0975225019303877
"X.458",0.0934992832293806
"X.459",0.132171325836797
"X.460",0.112024946184499
"X.461",0.110879048495581
"X.462",0.0987343049261759
"X.463",0.138398239689295
"X.464",0.0906148917470984
"X.465",0.101035861304134
"X.466",0.114734738230545
"X.467",0.0956469962549241
"X.468",0.0889996051797041
"X.469",0.0919152659177744
"X.470",0.1060404249357
"X.471",0.0956956146264482
"X.472",0.0893543845776304
"X.473",0.0871317790303902
"X.474",0.0774614073620371
"X.475",0.0901505863793585
"X.476",0.0975347156889699
"X.477",0.0837227887591041
"X.478",0.104212314730501
"X.479",0.0714323918149221
"X.480",0.116922688856326
"X.481",0.0952953761684046
"X.482",0.0723073346248602
"X.483",0.111213859315167
"X.484",0.114611287645065
"X.485",0.0825188953522883
"X.486",0.0725140883230681
"X.487",0.0699835590104897
"X.488",0.130798433394504
"X.489",0.115482560501019
"X.490",0.104604062838578
"X.491",0.0769793714598559
"X.492",0.0988241294606675
"X.493",0.124361858665827
"X.494",0.0852541666752991
"X.495",0.113542669224612
"X.496",0.0982109093811505
"X.497",0.113375953473731
"X.498",0.101794508840229
"X.499",0.0792568509568385
"X.500",0.0975101745103036
"X.501",0.0793634619994248
"X.502",0.130298929726667
"X.503",0.113519640739526
"X.504",0.116525264061568
"X.505",0.109487126390638
"X.506",0.119420212277172
"X.507",0.118587612229292
"X.508",0.141723400788691
"X.509",0.0869029046974195
"X.510",0.124267483415616
"X.511",0.101811738655018
"X.512",0.112014279685921
"X.513",0.0987351906624457
"X.514",0.124102775022958
"X.515",0.0826500052052124
"X.516",0.102858789203437
"X.517",0.116413273428613
"X.518",0.0651977566403086
"X.519",0.114653750614775
"X.520",0.115561666663659
"X.521",0.103971777107204
"X.522",0.100891303486633
"X.523",0.0954154797140553
"X.524",0.119393162810288
"X.525",0.0914253147202156
"X.526",0.0821198090966336
"X.527",0.0991884541115187
"X.528",0.0864080585144341
"X.529",0.0986506409016048
"X.530",0.07615917001121
"X.531",0.0827363312986568
"X.532",0.0836588126099198
"X.533",0.0863681444931018
"X.534",0.0853387840059786
"X.535",0.0762354309595427
"X.536",0.100012190857019
"X.537",0.0843960335266994
"X.538",0.101689736155262
"X.539",0.102952467847102
"X.540",0.109404744699989
"X.541",0.0851785284183801
"X.542",0.128453776813917
"X.543",0.122365430054763
"X.544",0.0886617696711785
"X.545",0.0784256616813407
"X.546",0.0823686484272397
"X.547",0.0905186765655206
"X.548",0.0955976508062471
"X.549",0.0703054542597699
"X.550",0.102777712679219
"X.551",0.0903894642964748
"X.552",0.108462949934046
"X.553",0.0954892730101686
"X.554",0.0987559160129894
"X.555",0.10357608523297
"X.556",0.0749768044712616
"X.557",0.082487769652867
"X.558",0.0681114243587194
"X.559",0.122770930475781
"X.560",0.115463853418071
"X.561",0.0775489945346872
"X.562",0.100984570216774
"X.563",0.0684699347351686
"X.564",0.0891785252351173
"X.565",0.0743401735978591
"X.566",0.0895814201691171
"X.567",0.109224451121568
"X.568",0.100762408386104
"X.569",0.085846274383058
"X.570",0.0953002031411478
"X.571",0.0834101748319792
"X.572",0.0844235074297719
"X.573",0.127918655905196
"X.574",0.0870944114066756
"X.575",0.130818242170462
"X.576",0.0927156485348254
"X.577",0.102945321626068
"X.578",0.113308768589136
"X.579",0.0841495963069939
"X.580",0.100631900610011
"X.581",0.0837116173642095
"X.582",0.0794290033728412
"X.583",0.079268404115038
"X.584",0.120530482829136
"X.585",0.14125539917541
"X.586",0.105678606576119
"X.587",0.0887764821562935
"X.588",0.0839352377442267
"X.589",0.073851763276916
"X.590",0.113276391491385
"X.591",0.0765381585603861
"X.592",0.105868998334856
"X.593",0.0773767101450439
"X.594",0.114995116284203
"X.595",0.0850437790647182
"X.596",0.131579597174035
"X.597",0.103573712526082
"X.598",0.0953960449920251
"X.599",0.102937884193657
"X.600",0.0973142283465854
"X.601",0.136091296797298
"X.602",0.0851247529568307
"X.603",0.0937498515806241
"X.604",0.0576165948255581
"X.605",0.0946464519047544
"X.606",0.162485350956997
"X.607",0.0955923037813415
"X.608",0.0963564886888618
"X.609",0.109474646467812
"X.610",0.118752331655915
"X.611",0.109425515183304
"X.612",0.114850729188457
"X.613",0.0956411915648996
"X.614",0.142850477565637
"X.615",0.104287933219725
"X.616",0.102161726375378
"X.617",0.0867959378969558
"X.618",0.0870241456364634
"X.619",0.0837113514405102
"X.620",0.0946260440526775
"X.621",0.0766920907676694
"X.622",0.0903935945517212
"X.623",0.0769395396801622
"X.624",0.101860278006814
"X.625",0.119990291277212
"X.626",0.105096312867306
"X.627",0.125307270536259
"X.628",0.0952827714395867
"X.629",0.12713720741126
"X.630",0.0729888737822066
"X.631",0.107644436313772
"X.632",0.0829442088028158
"X.633",0.0892464643370878
"X.634",0.0856682202971031
"X.635",0.0839315723935666
"X.636",0.0958894494879454
"X.637",0.0938084164520412
"X.638",0.0684289382837429
"X.639",0.118376886124519
"X.640",0.0774117662758254
"X.641",0.1182352911311
"X.642",0.0977251297135098
"X.643",0.117724878422176
"X.644",0.0833579947450546
"X.645",0.090216029892124
"X.646",0.0966732624142739
"X.647",0.0858950340745477
"X.648",0.09050940532471
"X.649",0.100724090813434
"X.650",0.140942324367217
"X.651",0.10352686945714
"X.652",0.101172050748257
"X.653",0.110969577667022
"X.654",0.09559925975103
"X.655",0.122148598858917
"X.656",0.0925327318459947
"X.657",0.100258703614402
"X.658",0.0747932804975713
"X.659",0.101060526811417
"X.660",0.0877349143513307
"X.661",0.0969931471141078
"X.662",0.12804999417794
"X.663",0.109675272581884
"X.664",0.0902997236027926
"X.665",0.0729055375516201
"X.666",0.136503067683646
"X.667",0.090433846805195
"X.668",0.0724971982274781
"X.669",0.118402079782225
"X.670",0.0885955783516257
"X.671",0.0860628644047228
"X.672",0.0868873757707149
"X.673",0.135016718076263
"X.674",0.0896791938061441
"X.675",0.0817538506723477
"X.676",0.128287453810374
"X.677",0.0968179422852499
"X.678",0.100963096909315
"X.679",0.114265315120834
"X.680",0.0967144085919038
"X.681",0.0782458442120604
"X.682",0.0986412238330179
"X.683",0.103104550728697
"X.684",0.123557161453063
"X.685",0.109154283160603
"X.686",0.0773679438633053
"X.687",0.0876713323576604
"X.688",0.0859606947103301
"X.689",0.108621024606463
"X.690",0.0781532610035153
"X.691",0.108053264567586
"X.692",0.11782604376596
"X.693",0.108548007627143
"X.694",0.0953780834479138
"X.695",0.0988697256683662
"X.696",0.120936666170394
"X.697",0.0664352140468314
"X.698",0.104170327971532
"X.699",0.105897606105752
"X.700",0.0762398185218868
"X.701",0.119732935566923
"X.702",0.0884378700860462
"X.703",0.0981868429432787
"X.704",0.0854992934283406
"X.705",0.123405344818958
"X.706",0.137147039482552
"X.707",0.108605791600756
"X.708",0.101207881325781
"X.709",0.0760864312508271
"X.710",0.120295011967376
"X.711",0.104585678285862
"X.712",0.0987295934754825
"X.713",0.103945493096101
"X.714",0.099869132616977
"X.715",0.0964051954474377
"X.716",0.0899215683126059
"X.717",0.0894654293685578
"X.718",0.108438050930248
"X.719",0.0943734623656593
"X.720",0.0989552618203347
"X.721",0.106088932471048
"X.722",0.0976951098702289
"X.723",0.0819128971057222
"X.724",0.122190667346608
"X.725",0.0897601707942452
"X.726",0.0960607041774855
"X.727",0.07657623323852
"X.728",0.13136036430526
"X.729",0.0771675061191816
"X.730",0.106076951346495
"X.731",0.0911024000489717
"X.732",0.0972684579516502
"X.733",0.102214064020959
"X.734",0.0983060421374463
"X.735",0.118904664526251
"X.736",0.0957665488488168
"X.737",0.125050566323191
"X.738",0.101707154511905
"X.739",0.103828718295551
"X.740",0.0917080122232116
"X.741",0.0959923974432408
"X.742",0.110484211253256
"X.743",0.102679152419508
"X.744",0.0992943739177301
"X.745",0.106945863818683
"X.746",0.10345944082674
"X.747",0.128375675423881
"X.748",0.0904856306628785
"X.749",0.0842268611376396
"X.750",0.0995773156457478
"X.751",0.103589407226055
"X.752",0.0985800817192421
"X.753",0.0947575324286655
"X.754",0.0878224750081676
"X.755",0.106155984450764
"X.756",0.0845272683628848
"X.757",0.116781818854003
"X.758",0.089348029325805
"X.759",0.09954135506471
"X.760",0.0933996525814321
"X.761",0.0988184807800497
"X.762",0.108083597959129
"X.763",0.0841097154924944
"X.764",0.151724475793261
"X.765",0.133303344863033
"X.766",0.100496124807123
"X.767",0.104390009855638
"X.768",0.0746330337528359
"X.769",0.110335876851311
"X.770",0.0776378457703921
"X.771",0.082144753290688
"X.772",0.104584559948791
"X.773",0.0919035421574557
"X.774",0.0855577320036886
"X.775",0.119752786631503
"X.776",0.0790029344143805
"X.777",0.0904641476653169
"X.778",0.0922623313176723
"X.779",0.113346139955351
