"","Overall"
"X",0.0682326640937934
"X.1",0.135297996792189
"X.2",0.294679418435977
"X.3",0.11063320989868
"X.4",0.0809172052400111
"X.5",0.104007772798173
"X.6",0.152813081500797
"X.7",0.0988969499213947
"X.8",0.1283826723209
"X.9",0.0971167966998805
"X.10",0.0693352929638233
"X.11",0.070571690686655
"X.12",0.0648324271897117
"X.13",0.078754318490111
"X.14",0.0607485564662266
"X.15",0.127782337099808
"X.16",0.0795498260837835
"X.17",0.130035680847663
"X.18",0.0564537034762014
"X.19",0.099863679039596
"X.20",0.120212841363423
"X.21",0.0608852560912853
"X.22",0.116356383761902
"X.23",0.0879389843538534
"X.24",0.102430569656854
"X.25",0.13593696434336
"X.26",0.124987398742452
"X.27",0.0839329701673616
"X.28",0.10932771601252
"X.29",0.0783068683345672
"X.30",0.099056863561869
"X.31",0.211546209986383
"X.32",0.0563013373838454
"X.33",0.142769496412511
"X.34",0.0864339814310082
"X.35",0.125482810954833
"X.36",0.212341153275897
"X.37",0.0760092114174325
"X.38",0.0876668205052287
"X.39",0.0892305919399172
"X.40",0.122336118295324
"X.41",0.0680533545862643
"X.42",0.114985661400355
"X.43",0.0918189588390641
"X.44",0.0919905104601323
"X.45",0.0586279856384621
"X.46",0.049201923907031
"X.47",0.0803501202964343
"X.48",0.0731270676152689
"X.49",0.0986333454825246
"X.50",0.112847840446817
"X.51",0.0752229930127059
"X.52",0.107892369208769
"X.53",0.0998902303813846
"X.54",0.0558100210948139
"X.55",0.0881507055103713
"X.56",0.062220895029503
"X.57",0.0824722196925166
"X.58",0.108038826480815
"X.59",0.0740333517697829
"X.60",0.177679103096562
"X.61",0.0638768924685596
"X.62",0.0630122307937968
"X.63",0.107617435305933
"X.64",0.156851908154775
"X.65",0.103085423090261
"X.66",0.0834497383151331
"X.67",0.0917166897454214
"X.68",0.107644548891093
"X.69",0.060292449706809
"X.70",0.198159964923948
"X.71",0.0598114471527654
"X.72",0.121362358404503
"X.73",0.151237758319062
"X.74",0.0841346217599646
"X.75",0.0985496503961995
"X.76",0.0630798050810032
"X.77",0.0708961939622031
"X.78",0.0929488433273157
"X.79",0.0685479339861174
"X.80",0.140250261376716
"X.81",0.0583885560280213
"X.82",0.0697953429967166
"X.83",0.0868915743791648
"X.84",0.124708843358512
"X.85",0.106075866360058
"X.86",0.0774682929092644
"X.87",0.0935964757550241
"X.88",0.0795523797302959
"X.89",0.0698235002257149
"X.90",0.124707042134269
"X.91",0.0947975830797176
"X.92",0.0783642943582101
"X.93",0.0829889475155974
"X.94",0.144837012393434
"X.95",0.118815398849642
"X.96",0.0686832799838489
"X.97",0.12015686215558
"X.98",0.0795030949678944
"X.99",0.0948081445974422
"X.100",0.155697285592529
"X.101",0.0688294828191963
"X.102",0.0777693872303701
"X.103",0.0653478304092975
"X.104",0.147612399954447
"X.105",0.125679900217345
"X.106",0.0901992234916716
"X.107",0.10300313331773
"X.108",0.0783640690706595
"X.109",0.0649253996724705
"X.110",0.145351524042449
"X.111",0.136286138808868
"X.112",0.095454959933406
"X.113",0.0715455885517637
"X.114",0.1102381459625
"X.115",0.0533181970749921
"X.116",0.0926759368344733
"X.117",0.076134067817641
"X.118",0.0943844533752087
"X.119",0.0786481992674353
"X.120",0.188872181073706
"X.121",0.125959634230009
"X.122",0.0731944276425315
"X.123",0.111099213972855
"X.124",0.102536472278509
"X.125",0.107919324946032
"X.126",0.0523850241660641
"X.127",0.0597895038013984
"X.128",0.0486717079466862
"X.129",0.0798558952466014
"X.130",0.136821379952241
"X.131",0.107012474506436
"X.132",0.102485504034317
"X.133",0.0834091703432733
"X.134",0.0821152254311511
"X.135",0.0776153789422472
"X.136",0.205007747329954
"X.137",0.0642388332641303
"X.138",0.0815028366265289
"X.139",0.111267263595909
"X.140",0.182339116328613
"X.141",0.0664700501041799
"X.142",0.0701024693101437
"X.143",0.0723402981454529
"X.144",0.0632465762544706
"X.145",0.172925922381558
"X.146",0.138245041053743
"X.147",0.0952082477548598
"X.148",0.0987588355944929
"X.149",0.0943108049875921
"X.150",0.226917265440639
"X.151",0.0686267109612182
"X.152",0.0650764239442162
"X.153",0.0965317467604993
"X.154",0.181184797911665
"X.155",0.109298945459824
"X.156",0.15982655292191
"X.157",0.0712138310212036
"X.158",0.12607593186547
"X.159",0.100637500776165
"X.160",0.270135482132429
"X.161",0.124225361644516
"X.162",0.107186004190634
"X.163",0.0856754321515259
"X.164",0.0730893565189069
"X.165",0.08725487571214
"X.166",0.0782958835085171
"X.167",0.0800779705300677
"X.168",0.0765084749961245
"X.169",0.0701430327206514
"X.170",0.134176745404199
"X.171",0.084912373151779
"X.172",0.151180437409747
"X.173",0.103002140733147
"X.174",0.0667265684179005
"X.175",0.0666307051342905
"X.176",0.0629974237829763
"X.177",0.102644228706423
"X.178",0.0824208170023901
"X.179",0.0913825487627378
"X.180",0.215280378096994
"X.181",0.120333087323328
"X.182",0.139643764829399
"X.183",0.246580751809676
"X.184",0.0865303039045447
"X.185",0.175769513367893
"X.186",0.0742151093512219
"X.187",0.147743940864485
"X.188",0.0880385319850261
"X.189",0.0942415331282681
"X.190",0.179345918440653
"X.191",0.0783041765273156
"X.192",0.0919002768018741
"X.193",0.155619657960689
"X.194",0.0818478548362184
"X.195",0.0996682703597933
"X.196",0.0816221063612982
"X.197",0.110952650258373
"X.198",0.109794248609615
"X.199",0.0550113997782482
"X.200",0.0483588841554396
"X.201",0.102641757682322
"X.202",0.101064736031833
"X.203",0.126293888855659
"X.204",0.0740914640519886
"X.205",0.0824362242167379
"X.206",0.0800328420985253
"X.207",0.0684265545720072
"X.208",0.0742487060253854
"X.209",0.124765432716158
"X.210",0.119043096133087
"X.211",0.0884053004640431
"X.212",0.246479134103195
"X.213",0.103524319311068
"X.214",0.105536579582762
"X.215",0.0791549530981733
"X.216",0.139393849506511
"X.217",0.0934125504528824
"X.218",0.0985848373053468
"X.219",0.0889060861242673
"X.220",0.103392388531032
"X.221",0.0741462525876161
"X.222",0.154842105308152
"X.223",0.0550450076606184
"X.224",0.0989534376967558
"X.225",0.0690442124038361
"X.226",0.0870057996022001
"X.227",0.147657694694213
"X.228",0.126796108272388
"X.229",0.0781159460625745
"X.230",0.0774842112157401
"X.231",0.089111114444159
"X.232",0.10784402543095
"X.233",0.069158282729389
"X.234",0.108148726831227
"X.235",0.0784484768471932
"X.236",0.0870620416354465
"X.237",0.0637031526436573
"X.238",0.0741237855840506
"X.239",0.069532200305752
"X.240",0.103489283192976
"X.241",0.113437873881867
"X.242",0.0976573139951877
"X.243",0.119219325312111
"X.244",0.125493377605739
"X.245",0.0708704695846987
"X.246",0.125989994283317
"X.247",0.106258115027511
"X.248",0.0610447145693498
"X.249",0.0669860050071239
"X.250",0.113803523949196
"X.251",0.0923046807878464
"X.252",0.0868751572850764
"X.253",0.0840573918164992
"X.254",0.0774633213532388
"X.255",0.0916733514993206
"X.256",0.0843930024840295
"X.257",0.075805088443423
"X.258",0.0758252362473875
"X.259",0.109545646637539
"X.260",0.0666931199667649
"X.261",0.120974116684583
"X.262",0.0941459490320551
"X.263",0.1222996694629
"X.264",0.141456914488532
"X.265",0.11583879604024
"X.266",0.0716443544694632
