"","Overall"
"X",0.0730485706073467
"X.1",0.111032784519217
"X.2",0.0766651544109634
"X.3",0.289554192001489
"X.4",0.0672119402854977
"X.5",0.113114091171667
"X.6",0.0788269462708981
"X.7",0.0607778121115154
"X.8",0.0959147222671188
"X.9",0.0932011008603344
"X.10",0.0578795106737734
"X.11",0.0873325659290375
"X.12",0.104523384722558
"X.13",0.170443248348814
"X.14",0.142637132160506
"X.15",0.0951892729396833
"X.16",0.103288228372475
"X.17",0.0624106087389207
"X.18",0.0699413435828327
"X.19",0.104859365311827
"X.20",0.0791629417446188
"X.21",0.0888294576600522
"X.22",0.112424846487426
"X.23",0.0628690315611418
"X.24",0.0415038240055644
"X.25",0.0829360711885508
"X.26",0.09327990567561
"X.27",0.059258575391931
"X.28",0.0877116080541762
"X.29",0.121749776595829
"X.30",0.0791122091169554
"X.31",0.0413945712558715
"X.32",0.141016573477117
"X.33",0.0745448387106622
"X.34",0.0607078563256923
"X.35",0.0869979842058776
"X.36",0.152869233226921
"X.37",0.111735511941875
"X.38",0.122445806628669
"X.39",0.169197355327932
"X.40",0.107571921394227
"X.41",0.117032814435492
"X.42",0.0542465362134398
"X.43",0.15923771693163
"X.44",0.098870272235555
"X.45",0.0837039766766068
"X.46",0.0911578374424624
"X.47",0.161439419438134
"X.48",0.0671492329887123
"X.49",0.104708149705946
"X.50",0.076626058530537
"X.51",0.0525709837180991
"X.52",0.15025005596175
"X.53",0.067944884375494
"X.54",0.117839130979226
"X.55",0.108692520108129
"X.56",0.0792796903043029
"X.57",0.0936948229526974
"X.58",0.105557070207332
"X.59",0.0578746606858669
"X.60",0.105091472788583
"X.61",0.241766699462275
"X.62",0.140960715798059
"X.63",0.103811484979772
"X.64",0.119548314717424
"X.65",0.11042106315632
"X.66",0.0762594173420712
"X.67",0.123217406644714
"X.68",0.0789997372395937
"X.69",0.0823989153465565
"X.70",0.0479098615876503
"X.71",0.175754890505192
"X.72",0.0782376466814583
"X.73",0.205956175049868
"X.74",0.071306733657744
"X.75",0.114817462922553
"X.76",0.0732917538027046
"X.77",0.102150635771217
"X.78",0.115176088771609
"X.79",0.141000499425866
"X.80",0.0924733533180455
"X.81",0.0725217436082015
"X.82",0.125352080374596
"X.83",0.0585651158626031
"X.84",0.125128636384764
"X.85",0.090727246567041
"X.86",0.130416207366085
"X.87",0.123229483924686
"X.88",0.122657823343733
"X.89",0.0586335575371945
"X.90",0.0710446704521488
"X.91",0.0806091057235438
"X.92",0.0878178419837183
"X.93",0.149160897728234
"X.94",0.112005404121721
"X.95",0.0950729990402321
"X.96",0.0956077314607804
"X.97",0.118372387654309
"X.98",0.107603896085939
"X.99",0.0930209511454451
"X.100",0.133127566033919
"X.101",0.142148117779642
"X.102",0.0787685872855584
"X.103",0.0672149855284735
"X.104",0.053134810280711
"X.105",0.0778832556093196
"X.106",0.243624705029846
"X.107",0.166122811539459
"X.108",0.049180501612148
"X.109",0.0780049757761204
"X.110",0.0842348143529574
"X.111",0.150418902875266
"X.112",0.0635433477292874
"X.113",0.0861007923009807
"X.114",0.103485086193125
"X.115",0.130925824693402
"X.116",0.167421644710382
"X.117",0.299470072130535
"X.118",0.0857766140458869
"X.119",0.100225435778621
"X.120",0.0754872236605301
"X.121",0.0713358622034847
"X.122",0.0537912604167039
"X.123",0.167111155811129
"X.124",0.0743225966530583
"X.125",0.0768982394060929
"X.126",0.10135329912775
"X.127",0.070912949055828
"X.128",0.129291317756345
"X.129",0.210353504075169
"X.130",0.0859539798280982
"X.131",0.0840144902534607
"X.132",0.067466304762543
"X.133",0.115112240995263
"X.134",0.0867328933177275
"X.135",0.122337068917051
"X.136",0.12710325177398
"X.137",0.109053041987351
"X.138",0.143428642860278
"X.139",0.130400709706992
"X.140",0.0836400235080285
"X.141",0.113967112088673
"X.142",0.162326436768591
"X.143",0.0695511822107374
"X.144",0.0855366236304532
"X.145",0.0873181369970935
"X.146",0.0902058392272225
"X.147",0.0624887297046445
"X.148",0.0541127205012559
"X.149",0.0446610081825663
"X.150",0.131447840177016
"X.151",0.10154056129224
"X.152",0.0790473247837403
"X.153",0.0514459828776492
"X.154",0.123695989631929
"X.155",0.233379139941584
"X.156",0.0623995937258739
"X.157",0.079456102542224
"X.158",0.158854677339153
"X.159",0.127850237041802
"X.160",0.0786119635940089
"X.161",0.111066005246908
"X.162",0.0879580918968466
"X.163",0.0737820603366337
"X.164",0.10489455821355
"X.165",0.0497615598270775
"X.166",0.165910357565425
"X.167",0.118085578622386
"X.168",0.172688774440567
"X.169",0.123128933991553
"X.170",0.163223858118948
"X.171",0.0923642133987601
"X.172",0.0780225241944698
"X.173",0.0651002878234099
