"","Overall"
"X",0.0274336653114863
"X.1",0.106383828008095
"X.2",0.196523067333006
"X.3",0.25573250312565
"X.4",0.186775894670966
"X.5",0.100085031391851
"X.6",0.212083873399511
"X.7",0.107330600121999
"X.8",0.176122074744626
"X.9",0.120278125380886
"X.10",0.000962760821975158
"X.11",0.176109011206257
"X.12",0.0143314014859907
"X.13",0.0684065707793908
"X.14",0.107947096573004
"X.15",0.127833461566042
"X.16",0.0722207959805947
"X.17",0.205014690742794
"X.18",0.0205192481027462
"X.19",0.204129037352459
"X.20",0.181779004420025
"X.21",0.0383128680053018
"X.22",0.114063162043169
"X.23",0.0660551941158468
"X.24",0.0778155488169209
"X.25",0.0880499209659105
"X.26",0.0215346544460515
"X.27",0.030187694923591
"X.28",0.0297236869183667
"X.29",0.154896405385517
"X.30",0.101401091312291
"X.31",0.143139641143788
"X.32",0.0238305987869584
"X.33",0.175784468834081
"X.34",0.0925129217703825
"X.35",0.24835303134676
"X.36",0.256882326550544
"X.37",0.0505612937016245
"X.38",0.0394021282893568
"X.39",0.057478621971797
"X.40",0.112308158446216
"X.41",0.0719582215098818
"X.42",0.12985184637973
"X.43",0.223383150794629
"X.44",0.223582619187407
"X.45",0.115528018033786
"X.46",0.0674356254460735
"X.47",0.164137640582421
"X.48",0.187856241557076
"X.49",0.0251977592211139
"X.50",0.141403010369723
"X.51",0.049569106131428
"X.52",0.224823624678548
"X.53",0.089548348305005
"X.54",0.0715769546709615
"X.55",0.117870061483957
"X.56",0.101092086572419
"X.57",0.0181952040245398
"X.58",0.0605750043621489
"X.59",0.13359540276693
"X.60",0.150919212267251
"X.61",0.0963884780670137
"X.62",0.0352504983849758
"X.63",0.156245095509894
"X.64",0.138996779296089
"X.65",0.172288948138385
"X.66",0.165196305314866
"X.67",0.070670453048088
"X.68",0.0156602070279111
"X.69",0.0744502107994474
"X.70",0.202812045371943
"X.71",0.103490017075497
"X.72",0.116207494201178
"X.73",0.115362030428441
"X.74",0.076046664643516
"X.75",0.0569789421854913
"X.76",0.0385845497622161
"X.77",0.0643261719411228
"X.78",0.144285456160968
"X.79",0.245910237457918
"X.80",0.17286802322754
"X.81",0.102532933438639
"X.82",0.0103625162777642
"X.83",0.120211525567805
"X.84",0.102976985474713
"X.85",0.218339372791128
"X.86",0.045945081491159
"X.87",0.129431602623681
"X.88",0.187172779526531
